epoch,train_loss,val_loss,elapsed_s
79,1.441079e-03,0.000000e+00,93.8
80,1.213166e-03,1.716092e-02,189.4
81,7.487659e-03,0.000000e+00,281.9
82,1.119037e-02,0.000000e+00,374.6
83,3.019044e-03,0.000000e+00,466.8
84,1.404105e-03,0.000000e+00,559.3
85,1.271478e-03,3.081678e-02,654.7
86,5.828814e-03,0.000000e+00,747.2
87,1.466214e-03,0.000000e+00,839.8
88,1.731140e-03,0.000000e+00,932.2
89,9.078250e-04,0.000000e+00,1024.5
90,1.610957e-03,4.029278e-02,1119.4
91,1.301003e-03,0.000000e+00,1211.4
92,7.833790e-03,0.000000e+00,1303.3
93,2.883023e-03,0.000000e+00,1395.6
94,1.073900e-03,0.000000e+00,1487.8
95,1.148689e-03,1.073426e-01,1582.8
96,4.283989e-03,0.000000e+00,1675.0
97,1.125811e-03,0.000000e+00,1766.9
98,1.076735e-03,0.000000e+00,1859.4
99,1.308603e-03,0.000000e+00,1951.8
100,9.312186e-03,6.843155e-02,2046.9
101,2.864800e-02,0.000000e+00,2139.2
102,1.078485e-02,0.000000e+00,2231.2
103,5.859237e-03,0.000000e+00,2323.6
104,2.629589e-03,0.000000e+00,2416.0
105,1.756141e-03,1.116139e-02,2511.0
106,1.368074e-03,0.000000e+00,2603.2
107,2.488712e-03,0.000000e+00,2695.2
108,1.065150e-03,0.000000e+00,2787.5
109,1.391034e-02,0.000000e+00,2879.4
110,5.999158e-03,1.643542e-02,2974.4
111,1.469342e-03,0.000000e+00,3066.5
112,1.052875e-03,0.000000e+00,3158.7
113,1.078623e-03,0.000000e+00,3251.0
114,9.894198e-04,0.000000e+00,3343.2
115,1.175427e-03,3.181918e-02,3438.3
116,1.421319e-02,0.000000e+00,3530.1
117,5.063352e-03,0.000000e+00,3624.1
118,1.685518e-03,0.000000e+00,3720.6
119,9.845385e-04,0.000000e+00,3816.9
120,1.073391e-03,1.086725e-01,3915.5
121,1.238925e-03,0.000000e+00,4007.4
122,1.470996e-03,0.000000e+00,4099.8
123,1.551742e-03,0.000000e+00,4192.0
124,6.983457e-03,0.000000e+00,4284.0
125,5.333855e-03,6.639128e-01,4378.7
126,5.113331e-03,0.000000e+00,4470.3
127,1.096564e-03,0.000000e+00,4562.4
128,3.144937e-03,0.000000e+00,4654.6
129,1.764830e-03,0.000000e+00,4746.8
130,1.049671e-03,5.107912e-01,4841.5
131,2.358951e-03,0.000000e+00,4933.8
132,6.221279e-03,0.000000e+00,5025.9
133,1.579034e-03,0.000000e+00,5118.3
134,3.642158e-03,0.000000e+00,5210.6
135,2.252712e-03,1.103396e-01,5305.3
136,1.091604e-03,0.000000e+00,5397.5
137,3.678666e-03,0.000000e+00,5489.8
138,1.774352e-03,0.000000e+00,5582.1
139,4.526560e-03,0.000000e+00,5674.3
140,6.130866e-03,7.311775e-01,5768.9
141,4.208917e-03,0.000000e+00,5861.0
142,3.570262e-03,0.000000e+00,5953.1
143,1.542941e-03,0.000000e+00,6044.9
144,2.585788e-03,0.000000e+00,6136.7
145,3.595595e-03,3.689729e-01,6231.6
146,1.192445e-03,0.000000e+00,6323.8
147,3.330746e-03,0.000000e+00,6416.0
148,2.074721e-03,0.000000e+00,6508.2
149,4.969117e-03,0.000000e+00,6600.1
150,1.508268e-03,6.566717e-02,6695.0
151,8.822982e-03,0.000000e+00,6787.2
152,1.652955e-03,0.000000e+00,6879.2
153,1.101640e-03,0.000000e+00,6971.4
154,1.466266e-03,0.000000e+00,7063.1
155,6.521711e-03,3.945574e-02,7158.0
156,5.077256e-03,0.000000e+00,7250.3
157,1.119264e-03,0.000000e+00,7342.3
158,1.288623e-03,0.000000e+00,7434.6
159,2.744081e-03,0.000000e+00,7526.6
160,1.970929e-03,4.388779e-01,7621.4
161,5.709278e-03,0.000000e+00,7713.6
162,1.317895e-03,0.000000e+00,7805.8
163,1.539288e-03,0.000000e+00,7897.6
164,1.010160e-02,0.000000e+00,7990.0
165,1.177397e-02,2.282507e-02,8084.9
166,3.813445e-03,0.000000e+00,8177.1
167,1.715258e-03,0.000000e+00,8269.1
168,1.960641e-03,0.000000e+00,8361.0
169,2.046243e-03,0.000000e+00,8453.3
170,1.817352e-03,4.315044e-01,8548.1
171,2.217255e-03,0.000000e+00,8640.2
172,2.098487e-03,0.000000e+00,8732.4
173,2.783696e-03,0.000000e+00,8824.3
174,1.363599e-03,0.000000e+00,8916.4
175,1.573434e-03,8.294677e-01,9011.2
176,2.127497e-03,0.000000e+00,9103.5
177,1.899545e-03,0.000000e+00,9195.7
178,2.125101e-03,0.000000e+00,9287.4
179,1.004586e-03,0.000000e+00,9379.5
180,9.308906e-04,2.897582e-01,9474.5
181,9.553461e-04,0.000000e+00,9566.7
182,1.353355e-03,0.000000e+00,9658.5
183,1.714490e-03,0.000000e+00,9750.7
184,1.316769e-03,0.000000e+00,9842.9
185,8.836829e-04,7.908358e-01,9937.9
186,9.282655e-04,0.000000e+00,10029.9
187,1.432470e-03,0.000000e+00,10121.6
188,9.662409e-04,0.000000e+00,10213.9
189,1.014077e-03,0.000000e+00,10306.1
190,1.212601e-03,6.837752e-01,10400.9
191,1.466673e-03,0.000000e+00,10493.0
192,1.076866e-03,0.000000e+00,10585.1
193,1.091285e-03,0.000000e+00,10677.4
194,1.077939e-03,0.000000e+00,10769.5
195,1.876588e-03,6.859388e-01,10864.2
196,1.703159e-03,0.000000e+00,10956.1
197,1.380898e-03,0.000000e+00,11048.4
198,2.022251e-03,0.000000e+00,11140.6
199,9.610503e-04,7.698853e-01,11235.5
200,1.786848e-03,7.935569e-01,53.3
201,1.219350e-03,0.000000e+00,104.0
202,1.010365e-03,0.000000e+00,154.6
203,1.885434e-03,0.000000e+00,205.2
204,1.311422e-03,0.000000e+00,255.7
205,1.974623e-03,8.087334e-01,308.0
206,1.572864e-03,0.000000e+00,358.5
207,1.047433e-03,0.000000e+00,409.1
208,1.527568e-03,0.000000e+00,459.7
209,1.379588e-03,0.000000e+00,510.4
210,2.913936e-03,8.312257e-01,562.7
211,1.479807e-03,0.000000e+00,613.3
212,2.230436e-03,0.000000e+00,663.9
213,1.183927e-03,0.000000e+00,714.5
214,1.738806e-03,0.000000e+00,765.1
215,9.062132e-04,6.436291e-01,817.6
216,1.457501e-03,0.000000e+00,868.3
217,1.512076e-03,0.000000e+00,918.9
218,1.532484e-03,0.000000e+00,969.4
219,1.769065e-03,0.000000e+00,1020.1
220,1.054821e-03,8.591155e-01,1072.4
221,1.506080e-03,0.000000e+00,1123.0
222,2.011123e-03,0.000000e+00,1173.6
223,1.353458e-03,0.000000e+00,1224.3
224,1.504163e-03,0.000000e+00,1275.2
225,1.568605e-03,7.761534e-01,1327.3
226,1.678259e-03,0.000000e+00,1377.7
227,1.430633e-03,0.000000e+00,1428.2
228,2.413487e-03,0.000000e+00,1478.6
229,1.518877e-03,0.000000e+00,1529.1
230,3.986371e-03,9.525677e-01,1581.2
231,1.939521e-03,0.000000e+00,1631.6
232,1.288478e-03,0.000000e+00,1682.1
233,2.995745e-03,0.000000e+00,1732.6
234,3.639340e-03,0.000000e+00,1783.0
235,1.325619e-03,8.398763e-01,1835.1
236,1.224641e-03,0.000000e+00,1886.5
237,2.014423e-03,0.000000e+00,1937.0
238,3.422287e-03,0.000000e+00,1987.4
239,2.888157e-03,0.000000e+00,2037.9
240,2.350199e-03,8.107065e-01,2090.3
241,1.427279e-03,0.000000e+00,2141.4
242,1.651227e-03,0.000000e+00,2192.1
243,1.826900e-03,0.000000e+00,2242.5
244,1.592974e-03,0.000000e+00,2293.5
245,2.086648e-03,8.524704e-01,2345.8
246,2.031880e-03,0.000000e+00,2396.4
247,1.716665e-03,0.000000e+00,2446.9
248,2.708071e-03,0.000000e+00,2497.4
249,1.834811e-03,0.000000e+00,2547.9
250,3.361817e-03,9.133254e-01,2600.3
251,2.392225e-03,0.000000e+00,2650.8
252,1.515897e-03,0.000000e+00,2701.5
253,2.246995e-03,0.000000e+00,2752.1
254,3.706246e-03,0.000000e+00,2802.6
255,1.800535e-03,8.348975e-01,2854.8
256,1.521728e-03,0.000000e+00,2905.4
257,2.161241e-03,0.000000e+00,2956.0
258,4.511639e-03,0.000000e+00,3006.5
259,3.817645e-03,0.000000e+00,3056.9
260,2.111313e-03,1.464078e-01,3109.3
261,2.425324e-03,0.000000e+00,3159.8
262,1.752514e-03,0.000000e+00,3210.4
263,1.910798e-03,0.000000e+00,3261.3
264,1.720936e-03,0.000000e+00,3312.6
265,2.549922e-03,6.987713e-01,3364.8
266,2.183158e-03,0.000000e+00,3415.6
267,2.221430e-03,0.000000e+00,3466.3
268,2.309331e-03,0.000000e+00,3517.0
269,2.027817e-03,0.000000e+00,3567.7
270,1.252328e-03,8.824435e-01,3620.4
271,1.999460e-03,0.000000e+00,3671.1
272,3.731912e-03,0.000000e+00,3722.0
273,2.271956e-03,0.000000e+00,3772.6
274,1.274771e-03,0.000000e+00,3823.0
275,2.765972e-03,4.760378e-02,3875.8
276,2.899712e-03,0.000000e+00,3926.5
277,2.735008e-03,0.000000e+00,3977.1
278,2.377853e-03,0.000000e+00,4028.0
279,2.828240e-03,0.000000e+00,4078.5
280,5.149576e-03,7.959314e-01,4131.5
281,2.740251e-03,0.000000e+00,4183.0
282,1.510672e-03,0.000000e+00,4234.3
283,1.432103e-03,0.000000e+00,4285.8
284,1.411131e-03,0.000000e+00,4337.1
285,2.642525e-03,8.796886e+00,4390.5
286,4.026338e-03,0.000000e+00,4442.0
287,3.492873e-03,0.000000e+00,4492.7
288,1.210631e-03,0.000000e+00,4543.3
289,4.210132e-03,0.000000e+00,4594.0
290,1.377540e-03,1.445785e-01,4646.4
291,1.158578e-03,0.000000e+00,4696.9
292,1.735787e-03,0.000000e+00,4747.5
293,3.239735e-03,0.000000e+00,4798.2
294,1.061973e-03,0.000000e+00,4848.8
295,2.877085e-03,3.501804e-01,4901.1
296,2.316252e-03,0.000000e+00,4951.7
297,1.553341e-03,0.000000e+00,5002.2
298,2.692181e-03,0.000000e+00,5052.9
299,1.162552e-03,0.000000e+00,5103.5
300,8.740954e-04,7.499049e-02,5155.8
301,7.125701e-04,0.000000e+00,5206.5
302,7.807699e-04,0.000000e+00,5257.1
303,7.884420e-04,0.000000e+00,5307.8
304,7.039088e-04,0.000000e+00,5358.8
305,1.418275e-03,8.233154e-01,5411.0
306,7.102735e-04,0.000000e+00,5461.6
307,7.433809e-04,0.000000e+00,5512.6
308,9.982584e-04,0.000000e+00,5563.0
309,9.342192e-04,0.000000e+00,5614.3
310,8.173875e-04,2.920628e-01,5666.5
311,7.959183e-04,0.000000e+00,5717.3
312,8.784010e-04,0.000000e+00,5768.1
313,1.250050e-03,0.000000e+00,5819.0
314,9.694054e-04,0.000000e+00,5869.8
315,7.820272e-04,7.470546e-01,5922.2
316,7.843011e-04,0.000000e+00,5973.1
317,8.957652e-04,0.000000e+00,6024.0
318,8.532960e-04,0.000000e+00,6075.6
319,9.448855e-04,0.000000e+00,6126.3
320,8.533635e-04,3.296687e-01,6178.6
321,1.473147e-03,0.000000e+00,6229.0
322,7.208743e-04,0.000000e+00,6280.4
323,9.805881e-04,0.000000e+00,6331.1
324,1.052625e-03,0.000000e+00,6381.8
325,9.718339e-04,1.083750e-01,6434.1
326,1.520874e-03,0.000000e+00,6485.6
327,7.604150e-04,0.000000e+00,6536.7
328,7.270563e-04,0.000000e+00,6588.0
329,8.464236e-04,0.000000e+00,6638.8
330,8.080578e-04,1.777753e-01,6691.1
331,7.650306e-04,0.000000e+00,6741.5
332,8.813466e-04,0.000000e+00,6792.0
333,8.024544e-04,0.000000e+00,6842.5
334,1.058340e-03,0.000000e+00,6892.9
335,1.136484e-03,8.732087e-01,6945.1
336,9.145906e-04,0.000000e+00,6995.7
337,7.194094e-04,0.000000e+00,7046.2
338,8.846561e-04,0.000000e+00,7096.7
339,8.732302e-04,0.000000e+00,7147.5
340,8.179066e-04,4.294350e-02,7200.3
341,1.724710e-03,0.000000e+00,7251.3
342,9.633571e-04,0.000000e+00,7302.2
343,9.680914e-04,0.000000e+00,7353.3
344,7.884580e-04,0.000000e+00,7403.9
345,7.940069e-04,4.943829e-02,7456.9
346,8.536046e-04,0.000000e+00,7507.5
347,1.144417e-03,0.000000e+00,7558.5
348,1.107443e-03,0.000000e+00,7609.3
349,8.514270e-04,0.000000e+00,7659.9
350,2.572954e-03,6.661858e-01,7713.1
351,9.859513e-04,0.000000e+00,7764.1
352,1.150015e-03,0.000000e+00,7814.7
353,9.933589e-04,0.000000e+00,7865.3
354,8.378069e-04,0.000000e+00,7915.9
355,8.773077e-04,4.298092e-02,7968.3
356,1.013368e-03,0.000000e+00,8018.9
357,9.148966e-04,0.000000e+00,8069.5
358,1.285594e-03,0.000000e+00,8120.1
359,1.476125e-03,0.000000e+00,8170.7
360,1.034221e-03,6.954902e-01,8223.1
361,7.501298e-04,0.000000e+00,8273.6
362,1.201722e-03,0.000000e+00,8324.3
363,1.618349e-03,0.000000e+00,8374.9
364,7.677401e-04,0.000000e+00,8425.5
365,1.153385e-03,7.628174e-01,8477.8
366,9.042264e-04,0.000000e+00,8528.3
367,8.103563e-04,0.000000e+00,8578.9
368,1.691526e-03,0.000000e+00,8629.5
369,9.338592e-04,0.000000e+00,8680.0
370,1.054043e-03,7.044284e-01,8732.0
371,1.054119e-03,0.000000e+00,8782.6
372,7.185963e-04,0.000000e+00,8833.2
373,9.688157e-04,0.000000e+00,8883.8
374,1.124802e-03,0.000000e+00,8934.4
375,1.707212e-03,2.609503e-02,8986.8
376,3.012686e-03,0.000000e+00,9037.3
377,1.368001e-03,0.000000e+00,9087.8
378,7.642452e-04,0.000000e+00,9138.8
379,9.816869e-04,0.000000e+00,9189.5
380,2.153461e-03,1.298110e-01,9241.8
381,1.290357e-03,0.000000e+00,9292.4
382,1.168426e-03,0.000000e+00,9342.9
383,8.094528e-04,0.000000e+00,9393.5
384,1.204281e-03,0.000000e+00,9444.1
385,1.186448e-03,1.891680e-01,9496.5
386,8.475810e-04,0.000000e+00,9547.0
387,9.283280e-04,0.000000e+00,9597.7
388,8.593456e-04,0.000000e+00,9648.2
389,1.188980e-03,0.000000e+00,9698.8
390,1.080316e-03,5.127417e-01,9751.0
391,1.169549e-03,0.000000e+00,9801.6
392,1.564264e-03,0.000000e+00,9852.3
393,8.368072e-04,0.000000e+00,54.2
394,1.385219e-03,0.000000e+00,108.0
395,1.108090e-03,4.451761e-02,161.8
396,8.708682e-04,0.000000e+00,212.7
397,7.535695e-04,0.000000e+00,263.6
398,8.103699e-04,0.000000e+00,315.0
399,2.040544e-03,0.000000e+00,366.0
400,1.328288e-03,7.585516e-01,418.6
401,8.086606e-04,0.000000e+00,469.6
402,8.833560e-04,0.000000e+00,520.6
403,1.178096e-03,0.000000e+00,571.6
404,1.383503e-03,0.000000e+00,622.5
405,9.674327e-04,7.602226e-01,675.2
406,1.402158e-03,0.000000e+00,726.2
407,1.630831e-03,0.000000e+00,777.3
408,1.070920e-03,0.000000e+00,828.2
409,1.023917e-03,0.000000e+00,879.0
410,1.563852e-03,3.758305e-01,931.6
411,7.793898e-04,0.000000e+00,982.8
412,1.232181e-03,0.000000e+00,1033.7
413,9.196599e-04,0.000000e+00,1084.7
414,8.606096e-04,0.000000e+00,1135.5
415,9.462775e-04,5.257965e-02,1189.2
416,1.586391e-03,0.000000e+00,1240.2
417,7.797911e-04,0.000000e+00,1291.1
418,9.414965e-04,0.000000e+00,1341.8
419,1.092983e-03,0.000000e+00,1392.4
420,8.414927e-04,7.118713e-01,1444.9
421,8.074302e-04,0.000000e+00,1495.6
422,2.272688e-03,0.000000e+00,1546.3
423,1.081896e-03,0.000000e+00,1597.1
424,8.479939e-04,0.000000e+00,1647.7
425,1.095816e-03,4.711820e-01,1700.1
426,1.545829e-03,0.000000e+00,1750.8
427,2.181526e-03,0.000000e+00,1801.6
428,9.594269e-04,0.000000e+00,1852.3
429,1.220329e-03,0.000000e+00,1903.0
376,9.880419e-04,0.000000e+00,53.3
377,8.627705e-04,0.000000e+00,104.8
378,4.860797e-02,0.000000e+00,156.6
379,2.002730e-02,0.000000e+00,208.3
380,1.243066e-02,5.094127e-02,261.2
381,4.223664e-03,0.000000e+00,312.9
382,1.775726e-03,0.000000e+00,363.9
383,1.168729e-03,0.000000e+00,415.1
384,1.118332e-03,0.000000e+00,466.1
385,1.051285e-03,5.156926e-01,519.0
386,9.858082e-04,0.000000e+00,570.2
387,9.478421e-04,0.000000e+00,621.3
388,9.311413e-04,0.000000e+00,672.4
389,1.066619e-03,0.000000e+00,723.4
390,2.046291e-03,8.671537e-02,776.3
391,1.042965e-03,0.000000e+00,827.4
392,1.129144e-03,0.000000e+00,878.6
393,1.360419e-03,0.000000e+00,929.8
394,1.057036e-03,0.000000e+00,981.0
395,1.103150e-03,6.341617e-01,1033.8
396,2.221402e-03,0.000000e+00,1084.7
397,1.157201e-03,0.000000e+00,1135.8
398,1.268076e-03,0.000000e+00,1186.7
399,1.832587e-03,0.000000e+00,1237.7
400,1.119141e-03,4.730183e-02,1290.3
401,1.102968e-03,0.000000e+00,1341.4
402,2.805453e-03,0.000000e+00,1392.3
403,1.026043e-03,0.000000e+00,1443.3
404,1.295004e-03,0.000000e+00,1494.3
405,1.202162e-03,6.777206e-02,1547.2
406,1.057111e-03,0.000000e+00,1598.1
407,1.040853e-03,0.000000e+00,1649.1
408,1.940596e-03,0.000000e+00,1700.1
409,1.113841e-03,0.000000e+00,1751.7
410,1.079287e-03,3.966466e-01,1806.0
411,1.109360e-03,0.000000e+00,1857.6
412,9.695085e-04,0.000000e+00,1909.1
413,1.525394e-03,0.000000e+00,1960.8
414,1.187867e-03,0.000000e+00,2012.2
415,9.133713e-04,7.779858e-01,2065.3
416,1.205299e-03,0.000000e+00,2116.8
417,2.638967e-03,0.000000e+00,2168.6
418,8.787241e-04,0.000000e+00,2219.7
419,1.173161e-03,0.000000e+00,2270.7
420,1.079799e-03,1.327587e-02,2324.1
421,1.161725e-03,0.000000e+00,2375.8
422,2.306700e-03,0.000000e+00,2426.9
423,1.133775e-03,0.000000e+00,2478.3
424,8.390681e-04,0.000000e+00,2530.1
425,1.014604e-03,6.329731e-01,2583.5
426,8.675519e-04,0.000000e+00,2635.2
427,3.888025e-02,0.000000e+00,2686.4
428,3.343063e-02,0.000000e+00,2738.2
429,2.608777e-02,0.000000e+00,2789.3
430,2.308083e-02,9.338529e-02,2843.1
431,2.146803e-02,0.000000e+00,2894.0
432,2.114843e-02,0.000000e+00,2945.0
433,1.743352e-02,0.000000e+00,2996.5
434,1.588827e-02,0.000000e+00,3048.1
435,1.545030e-02,1.217939e-01,3101.0
436,1.602703e-02,0.000000e+00,3152.5
437,1.232624e-02,0.000000e+00,3203.9
438,9.095310e-03,0.000000e+00,3255.6
439,7.813115e-03,0.000000e+00,3306.7
440,7.043718e-03,1.916889e-01,3360.1
441,6.510780e-03,0.000000e+00,3411.2
442,5.694269e-03,0.000000e+00,3462.5
443,3.689196e-03,0.000000e+00,3513.9
444,2.901394e-03,0.000000e+00,3565.1
445,2.494937e-03,1.285272e-01,3618.4
446,1.935256e-03,0.000000e+00,3670.0
447,2.519895e-03,0.000000e+00,3721.0
448,1.737382e-03,0.000000e+00,3773.2
449,1.806561e-03,0.000000e+00,3825.3
450,1.481995e-03,1.238922e-01,3878.6
451,1.563125e-03,0.000000e+00,3930.0
452,1.588212e-03,0.000000e+00,3982.0
453,1.922786e-03,0.000000e+00,4033.2
454,1.867067e-03,0.000000e+00,4084.3
455,2.536004e-03,4.902061e-02,4138.0
456,2.011750e-03,0.000000e+00,4189.3
457,1.738168e-03,0.000000e+00,4240.4
